,Incident Number w/year,Watch,Type of Incident,incident_type,Type  Location,Division,Council District,Year of Incident,Month1 of Occurence,Day1 of the Week,NIBRS Crime Category,severity,NIBRS Crime Against,Zip Code,x,y
113,803457-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTHEAST,13,2023,March,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75231,32.87179,-96.76967
114,041313-2023,3,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Other,NORTHEAST,7,2023,March,Wed,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75228,32.81244,-96.66653
115,061876-2023,3,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Business Office,SOUTH CENTRAL,4,2023,April,Fri,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75216,32.71597,-96.80454
116,063190-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,4,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.68979,-96.82843
117,800664-2023,3,"THEFT OF SERVICE > OR EQUAL $2,500 <$30K PC31.04(e4)",THEFT,Parking (Business),SOUTH CENTRAL,8,2023,December,Fri,FRAUD OFFENSES,11,PROPERTY,75241,32.63262,-96.75727
118,801735-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Church/Synagogue/Temple/Mosque,SOUTH CENTRAL,4,2023,February,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75203,32.74284,-96.79046
119,032569-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,February,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.69403,-96.79413
120,019460-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,8,2023,February,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.69503,-96.74216
121,008097-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.648355651,-96.775738199
122,070489-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,July,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.72378,-96.7873
123,050304-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,March,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.70287,-96.77712
124,054284-2023,3,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Parking (Business),SOUTH CENTRAL,8,2023,March,Fri,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75241,32.6731,-96.76274
125,803122-2023,3,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Grocery/Supermarket,SOUTH CENTRAL,8,2023,March,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75216,32.68589,-96.78836
126,045661-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Gas or Service Station,SOUTH CENTRAL,8,2023,March,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.67265,-96.76224
127,047182-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Construction Site,SOUTH CENTRAL,8,2023,March,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75241,32.63325,-96.75975
128,004167-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,November,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.72037,-96.82432
129,069935-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Commercial Property Occupied/Vacant,SOUTH CENTRAL,7,2023,April,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.72247,-96.75946
130,056525-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,April,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.64402,-96.82936
131,070391-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,April,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.65117,-96.8206
132,065192-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,8,2023,April,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.64765,-96.86405
133,021972-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,February,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.65679,-96.75014
134,803857-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,March,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75232,32.68816,-96.83871
135,040152-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Hotel/Motel/ETC,SOUTH CENTRAL,4,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.71948,-96.82323
136,060510-2023,3,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Commercial Property Occupied/Vacant,SOUTH CENTRAL,4,2023,April,Sat,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75203,32.73914,-96.80444
137,068670-2023,3,ROBBERY OF INDIVIDUAL (AGG),ROBBERY,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,April,Sat,ROBBERY,4,PROPERTY,75232,32.67596,-96.82496
138,033781-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),SOUTH CENTRAL,4,2023,December,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.7214,-96.77527
139,020151-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,4,2023,February,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.6858,-96.82537
140,008929-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,January,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.70198,-96.80235
141,073476-2023,3,ROBBERY OF BUSINESS (AGG),ROBBERY,"Highway, Street, Alley ETC",SOUTH CENTRAL,3,2023,April,Sun,ROBBERY,4,PROPERTY,75241,32.67494727,-96.814756907
142,073388-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,4,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.6858,-96.82537
143,029205-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Gas or Service Station,SOUTH CENTRAL,8,2023,February,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.65639,-96.74985
144,803015-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Other,SOUTH CENTRAL,3,2023,March,Sun,LARCENY/ THEFT OFFENSES,9,PROPERTY,75241,32.67721,-96.81076
145,802913-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,SOUTH CENTRAL,8,2023,March,Sun,LARCENY/ THEFT OFFENSES,9,PROPERTY,75237,32.64858,-96.8633
146,047106-2023,3,THEFT OF PROP > OR EQUAL $30K <$150K (NOT SHOPLIFT) PC31.03(e5),THEFT,Parking (Business),SOUTH CENTRAL,8,2023,March,Sun,LARCENY/ THEFT OFFENSES,9,PROPERTY,75237,32.6413,-96.86393
147,062707-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,April,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.69489,-96.77206
148,804713-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Construction Site,SOUTH CENTRAL,8,2023,April,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75241,32.61931,-96.75335
149,072000-2023,3,THEFT OF PROP > OR EQUAL $30K <$150K (NOT SHOPLIFT) PC31.03(e5),THEFT,Outdoor Area Public/Private,SOUTH CENTRAL,8,2023,April,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75241,32.665436018,-96.778592997
150,804742-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,SOUTHEAST,5,2023,April,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75217,32.73642,-96.6834
151,063086-2023,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHEAST,5,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75217,32.73321,-96.68165
152,059221-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Outdoor Area Public/Private,SOUTHEAST,5,2023,April,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75217,32.72183,-96.70013
153,063087-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Business Office,SOUTHEAST,7,2023,April,Fri,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75215,32.76918,-96.76837
154,072024-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHEAST,7,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75227,32.78656,-96.68308
155,072073-2023,2,ROBBERY OF INDIVIDUAL (AGG),ROBBERY,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,April,Fri,ROBBERY,4,PROPERTY,75227,32.78367,-96.68344
156,059593-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHEAST,8,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75253,32.67739,-96.60013
158,027785-2023,2,ROBBERY OF BUSINESS,ROBBERY,Department/Discount Store,SOUTHEAST,5,2023,February,Fri,ROBBERY,4,PROPERTY,75217,32.73416,-96.65013
159,021025-2023,2,THEFT FROM PERSON,THEFT,Medical Facility,SOUTHEAST,5,2023,February,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75227,32.76674,-96.68278
160,027264-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHEAST,5,2023,February,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75217,32.70839,-96.67334
161,001917-2023,2,CREDIT CARD OR DEBIT CARD ABUSE,CREDIT CARD OR DEBIT CARD ABUSE,Retail Store,SOUTHEAST,7,2023,February,Fri,FRAUD OFFENSES,11,PROPERTY,75228,32.79259,-96.68867
162,019586-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking (Business),SOUTHEAST,7,2023,February,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75227,32.78929,-96.68753
163,039177-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Parking (Business),SOUTHEAST,7,2023,February,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75227,32.78154,-96.67811
164,032260-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHEAST,7,2023,February,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75228,32.79612,-96.6858
165,025888-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHEAST,8,2023,February,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75217,32.67018,-96.66431
166,008196-2023,2,FOOD STAMPS USE/ALTER/TRANSFER > OR EQUAL $200  (HRC 33.011(A)),Other,Commercial Property Occupied/Vacant,SOUTHEAST,5,2023,January,Fri,FRAUD OFFENSES,11,PROPERTY,75227,32.75998,-96.68349
167,011959-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,School - Elementary/Secondary,SOUTHEAST,5,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75217,32.70242,-96.63569
168,011783-2023,2,ROBBERY OF INDIVIDUAL (AGG),ROBBERY,Outdoor Area Public/Private,SOUTHEAST,5,2023,January,Fri,ROBBERY,4,PROPERTY,75217,32.69548,-96.63841
169,007563-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking (Business),SOUTHEAST,7,2023,January,Fri,LARCENY/ THEFT OFFENSES,9,PROPERTY,75228,32.79419,-96.69482
170,007704-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75215,32.75271,-96.77023
171,008138-2023,2,ROBBERY OF INDIVIDUAL (AGG),ROBBERY,Specialty Store (In a Specific Item),SOUTHEAST,7,2023,January,Fri,ROBBERY,4,PROPERTY,75215,32.76275,-96.77687
172,011838-2023,2,ARSON INTEND DAMAGE HABITAT/PLACE OF WORSHIP,ARSON,Other,SOUTHEAST,8,2023,January,Fri,ARSON,2,PROPERTY,75217,32.66888,-96.66857
173,045323-2023,2,ROBBERY OF INDIVIDUAL,ROBBERY,Gas or Service Station,SOUTHEAST,5,2023,March,Fri,ROBBERY,4,PROPERTY,75217,32.74852,-96.68337
174,047610-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,March,Fri,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75215,32.76877,-96.76077
175,041732-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHEAST,8,2023,March,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75217,32.67661,-96.67369
176,045315-2023,2,ROBBERY OF BUSINESS,ROBBERY,Gas or Service Station,SOUTHEAST,8,2023,March,Fri,ROBBERY,4,PROPERTY,75217,32.71281,-96.68441
177,033784-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHEAST,8,2023,September,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75253,32.65771,-96.66
178,069750-2023,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHEAST,7,2023,April,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75227,32.78366,-96.72288
179,056427-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHEAST,7,2023,April,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75227,32.77059,-96.71161
180,069966-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,April,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75228,32.79582,-96.69001
181,804360-2023,2,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Outdoor Area Public/Private,SOUTHEAST,8,2023,April,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75253,32.67189,-96.59678
182,044886-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,SOUTHEAST,7,2023,December,Mon,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75227,32.76494,-96.68113
183,021107-2023,2,FORGERY FINANCIAL INSTRUMENT > OR EQUAL $150K<$300K IAT,BURGLARY,Bank/Savings And Loan,SOUTHEAST,5,2023,February,Mon,COUNTERFEITING / FORGERY,17,PROPERTY,75217,32.74011,-96.68297
184,021293-2023,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHEAST,5,2023,February,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75217,32.7387,-96.68297
185,025924-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,SOUTHEAST,5,2023,February,Mon,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75227,32.7652,-96.68448
186,801737-2023,2,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Grocery/Supermarket,SOUTHEAST,7,2023,February,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75228,32.79259,-96.68867
187,021301-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Government/Public Building,SOUTHEAST,7,2023,February,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75228,32.79212,-96.70603
188,029689-2023,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Commercial Property Occupied/Vacant,SOUTHEAST,7,2023,February,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75227,32.776,-96.686
189,014260-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,SOUTHEAST,7,2023,January,Mon,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75227,32.77978,-96.72231
190,021772-2023,2,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,SOUTHEAST,7,2023,January,Mon,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75227,32.77978,-96.72231
191,013640-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,January,Mon,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75215,32.75298,-96.75228
192,001899-2023,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,January,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75215,32.76312,-96.77911
193,018254-2023,2,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHEAST,7,2023,January,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75227,32.77509,-96.68373
194,010035-2023,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHEAST,7,2023,January,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75228,32.79259,-96.68867
195,005208-2023,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",CRIM MISCHIEF,Parking (Business),SOUTHEAST,8,2023,January,Mon,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,13,PROPERTY,75217,32.71248,-96.69111
196,001439-2023,2,THEFT OF PROP > OR EQUAL $30K <$150K (NOT SHOPLIFT) PC31.03(e5),THEFT,Outdoor Area Public/Private,SOUTHEAST,8,2023,January,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75253,32.68696,-96.62559
197,048506-2023,2,THEFT BY DECEPTION (FRAUD) >OR EQUAL $2500 <$30K,THEFT,"Highway, Street, Alley ETC",SOUTHEAST,5,2023,March,Mon,FRAUD OFFENSES,11,PROPERTY,75227,32.76459,-96.71014
198,058937-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,April,Fri,ASSAULT OFFENSES,3,PERSON,75215,32.75923,-96.74468
199,068998-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Restaurant/Food Service/TABC Location,SOUTHEAST,7,2023,April,Fri,ASSAULT OFFENSES,3,PERSON,75228,32.79347,-96.68539
200,063526-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Park,SOUTHEAST,8,2023,April,Fri,ASSAULT OFFENSES,3,PERSON,75217,32.68005,-96.67734
201,014723-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,5,2023,January,Fri,ASSAULT OFFENSES,3,PERSON,75227,32.75325,-96.69815
202,045584-2023,3,ASSAULT -OF SECURITY OFFICER - BODILY INJURY ONLY,ASSAULT,Grocery/Supermarket,SOUTHEAST,5,2023,March,Fri,ASSAULT OFFENSES,3,PERSON,75217,32.73416,-96.65013
203,049799-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Outdoor Area Public/Private,SOUTHEAST,5,2023,March,Fri,ASSAULT OFFENSES,3,PERSON,75217,32.7104,-96.65707
204,051462-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,8,2023,March,Fri,ASSAULT OFFENSES,3,PERSON,75217,32.69351,-96.63758
205,054300-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Outdoor Area Public/Private,SOUTHEAST,8,2023,March,Fri,ASSAULT OFFENSES,3,PERSON,75217,32.69055,-96.64842
206,065183-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Gas or Service Station,SOUTHEAST,5,2023,April,Mon,ASSAULT OFFENSES,3,PERSON,75217,32.73587,-96.64827
207,073199-2023,3,ASSAULT (AGG) -DISCH FIREARM  OCC BLDG/HOUSE/VEH (AGG),ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,April,Sat,ASSAULT OFFENSES,3,PERSON,75210,32.773213001,-96.750169041
208,065265-2023,3,ASSAULT (AGG) -SERIOUS BODILY INJURY,ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,April,Sat,ASSAULT OFFENSES,3,PERSON,75227,32.76529,-96.65863
209,043013-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,March,Sat,ASSAULT OFFENSES,3,PERSON,75215,32.76737,-96.79509
210,055691-2023,3,ASSAULT (AGG) -SERIOUS BODILY INJURY,ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,April,Sun,ASSAULT OFFENSES,3,PERSON,75215,32.76613,-96.76536
212,064446-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Parking (Business),SOUTHEAST,7,2023,April,Sun,ASSAULT OFFENSES,3,PERSON,75228,32.79612,-96.6858
213,059982-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,8,2023,April,Sun,ASSAULT OFFENSES,3,PERSON,75253,32.69043,-96.57507
216,058280-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,7,2023,April,Thu,ASSAULT OFFENSES,3,PERSON,75210,32.77176,-96.75457
217,018320-2023,3,ASSAULT (AGG) -SERIOUS BODILY INJURY,ASSAULT,Outdoor Area Public/Private,SOUTHEAST,7,2023,January,Tue,ASSAULT OFFENSES,3,PERSON,75215,32.77367,-96.7712
218,039372-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTHEAST,5,2023,March,Tue,ASSAULT OFFENSES,3,PERSON,75217,32.710540003,-96.676561011
219,012202-2023,3,ASSAULT (AGG) -SERIOUS BODILY INJURY,ASSAULT,Gas or Service Station,SOUTHWEST,6,2023,January,Fri,ASSAULT OFFENSES,3,PERSON,75212,32.78965,-96.85612
220,074214-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Department/Discount Store,SOUTHWEST,2,2023,May,Mon,ASSAULT OFFENSES,3,PERSON,75211,32.71963,-96.90751
221,059559-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,April,Sat,ASSAULT OFFENSES,3,PERSON,75203,32.746,-96.81414
222,059506-2023,3,ASSAULT (AGG) -SERIOUS BODILY INJURY,ASSAULT,"Highway, Street, Alley ETC",SOUTHWEST,3,2023,April,Sat,ASSAULT OFFENSES,3,PERSON,75237,32.67643,-96.8827
224,024461-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Outdoor Area Public/Private,SOUTHWEST,3,2023,February,Sat,ASSAULT OFFENSES,3,PERSON,75233,32.70583,-96.88459
225,046234-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Restaurant/Food Service/TABC Location,SOUTHWEST,8,2023,March,Sat,ASSAULT OFFENSES,3,PERSON,75237,32.65526,-96.88549
230,033567-2023,3,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTHWEST,3,2023,February,Sun,ASSAULT OFFENSES,3,PERSON,75233,32.692757624,-96.887341885
231,013284-2023,3,ASSAULT (AGG) -SERIOUS BODILY INJURY,ASSAULT,Other,SOUTHWEST,3,2023,January,Sun,ASSAULT OFFENSES,3,PERSON,75211,32.7385,-96.91755
